Music,Private Room,Music Played,Mood,Music Genre
AI,Room3,yes,Sad,3
S1,Room3,no,Neutral,S1
S1,Room3,yes,Happy,S1
CN,Room3,no,Sad,2
WA,Room3,yes,Sad,3
S1,Room3,yes,Neutral,S1
LO,Room3,yes,Neutral,3
CO,Room3,no,Sad,2
NN,Room3,yes,Sad,1
RG,Room3,no,Happy,2
ED,Room3,yes,Sad,1
S1,Room3,yes,Sad,S1
AI,Room3,yes,Neutral,3
HE,Room3,yes,Sad,2
PO,Room3,yes,Happy,3
W1,Room3,yes,Happy,W1
WC,Room3,yes,Happy,2
WC,Room3,yes,Sad,2
ED,Room3,yes,Neutral,1
KE,Room3,yes,Sad,2
BR,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
SS,Room3,yes,Sad,2
ED,Room3,yes,Neutral,1
ED,Room3,yes,Happy,1
H0,Room3,yes,Sad,H0
MM,Room3,yes,Happy,3
BZ,Room3,yes,Sad,3
ED,Room3,yes,Neutral,1
H0,Room3,yes,Neutral,H0
JE,Room3,yes,Happy,3
LG,Room3,yes,Happy,3
RO,Room3,yes,Happy,3
GM,Room3,yes,Happy,2
OR,Room3,yes,Sad,3
RS,Room3,yes,Happy,3
WR,Room3,yes,Happy,2
GG,Room3,yes,Happy,2
UP,Room3,yes,Neutral,1
BL,Room3,yes,Happy,3
BR,Room3,yes,Sad,2
OM,Room3,yes,Sad,OM
BR,Room3,yes,Happy,2
PW,Room3,yes,Happy,1
S1,Room3,yes,Neutral,S1
RM,Room3,yes,Sad,3
CB,Room3,yes,Happy,2
BZ,Room3,yes,Neutral,3
UP,Room3,yes,Neutral,1
CH,Room3,yes,Sad,3
GM,Room3,yes,Happy,2
NN,Room3,yes,Happy,1
KI,Room3,yes,Happy,3
WR,Room3,yes,Happy,2
WP,Room3,yes,Happy,2
BZ,Room3,yes,Happy,3
BT,Room3,yes,Happy,1
SS,Room3,yes,Sad,2
SS,Room3,yes,Sad,2
AI,Room3,yes,Sad,3
RS,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
RO,Room3,yes,Sad,3
BR,Room3,yes,Sad,2
AI,Room3,yes,Happy,3
RO,Room3,yes,Sad,3
,Room3,yes,Sad,
H0,Room3,yes,Happy,H0
TO,Room3,yes,Happy,2
IN,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
BR,Room3,yes,Happy,2
JE,Room3,yes,Sad,3
MM,Room3,yes,Sad,3
BU,Room3,yes,Sad,3
LB,Room3,yes,Happy,1
MA,Room3,yes,Sad,3
,Room3,yes,Happy,
ED,Room3,yes,Happy,1
RS,Room3,yes,Happy,3
JE,Room3,yes,Sad,3
BE,Room3,yes,Sad,3
PW,Room3,yes,Happy,1
BE,Room3,yes,Happy,3
WA,Room3,yes,Sad,3
ED,Room3,yes,Neutral,1
S1,Room3,yes,Sad,S1
JE,Room3,yes,Sad,3
ME,Room3,yes,Happy,1
S1,Room3,yes,Sad,S1
NO,Room3,yes,Neutral,3
JM,Room3,yes,Happy,2
LG,Room3,yes,Happy,3
BR,Room3,yes,Sad,2
WR,Room3,yes,Sad,2
ME,Room3,yes,Happy,1
W1,Room3,yes,Happy,W1
ME,Room3,yes,Sad,1
NO,Room3,yes,Happy,3
S1,Room3,yes,Neutral,S1
LI,Room3,yes,Sad,1
MT,Room3,yes,Sad,3
KE,Room3,yes,Happy,2
CH,Room3,yes,Neutral,3
PO,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
LG,Room3,yes,Sad,3
,Room3,yes,Neutral,
,Room3,yes,Neutral,
WR,Room3,yes,Happy,2
CO,Room3,yes,Neutral,2
H0,Room3,yes,Sad,H0
DA,Room3,yes,Neutral,3
S1,Room3,yes,Happy,S1
H0,Room3,yes,Sad,H0
AV,Room3,yes,Happy,2
WT,Room3,yes,Happy,1
WA,Room3,yes,Sad,3
W1,Room3,yes,Neutral,W1
BE,Room3,yes,Happy,3
BL,Room3,yes,Happy,3
SC,Room3,yes,Happy,2
UP,Room3,yes,Happy,1
JE,Room3,yes,Happy,3
UP,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
S1,Room3,yes,Neutral,S1
BE,Room3,yes,Sad,3
GM,Room3,yes,Neutral,2
NN,Room3,yes,Happy,1
KI,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
BL,Room3,yes,Neutral,3
WP,Room3,yes,Sad,2
BT,Room3,yes,Sad,1
S1,Room3,yes,Happy,S1
WY,Room3,yes,Happy,2
DU,Room3,yes,Neutral,3
WY,Room3,yes,Happy,2
S1,Room3,yes,Neutral,S1
WW,Room3,yes,Neutral,2
H0,Room3,yes,Sad,H0
RO,Room3,yes,Neutral,3
BT,Room3,yes,Happy,1
DA,Room3,yes,Happy,3
ED,Room3,yes,Sad,1
BE,Room3,yes,Sad,3
UP,Room3,yes,Neutral,1
OR,Room3,yes,Happy,3
BZ,Room3,yes,Happy,3
ME,Room3,yes,Neutral,1
WE,Room3,yes,Sad,2
WT,Room3,yes,Happy,1
RS,Room3,yes,Happy,3
BE,Room3,yes,Neutral,3
WP,Room3,yes,Sad,2
LE,Room3,yes,Happy,2
MT,Room3,yes,Happy,3
KE,Room3,yes,Sad,2
AR,Room3,yes,Happy,2
S1,Room3,yes,Happy,S1
S1,Room3,yes,Happy,S1
SS,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
KI,Room3,yes,Happy,3
W1,Room3,yes,Sad,W1
CN,Room3,yes,Happy,2
MM,Room3,yes,Happy,3
BZ,Room3,yes,Happy,3
NO,Room3,yes,Neutral,3
WA,Room3,yes,Happy,3
BR,Room3,yes,Sad,2
UP,Room3,yes,Happy,1
WA,Room3,yes,Neutral,3
RO,Room3,yes,Happy,3
NN,Room3,yes,Neutral,1
LI,Room3,yes,Happy,1
ME,Room3,yes,Happy,1
ME,Room3,yes,Sad,1
BE,Room3,yes,Sad,3
AU,Room3,yes,Happy,2
LB,Room3,yes,Neutral,1
WY,Room3,yes,Sad,2
BZ,Room3,yes,Happy,3
BT,Room3,yes,Happy,1
MM,Room3,yes,Happy,3
LB,Room3,yes,Happy,1
LI,Room3,yes,Happy,1
RO,Room3,yes,Happy,3
LI,Room3,yes,Sad,1
BZ,Room3,yes,Happy,3
TO,Room3,yes,Happy,2
ME,Room3,yes,Neutral,1
BU,Room3,yes,Neutral,3
ED,Room3,yes,Neutral,1
OM,Room3,yes,Sad,OM
PO,Room3,yes,Sad,3
LG,Room3,yes,Happy,3
ED,Room3,yes,Happy,1
UP,Room3,yes,Happy,1
BZ,Room3,yes,Happy,3
WR,Room3,yes,Happy,2
DO,Room3,yes,Happy,2
PO,Room3,yes,Happy,3
TH,Room3,yes,Sad,2
LB,Room3,yes,Happy,1
S1,Room3,yes,Neutral,S1
S1,Room3,yes,Neutral,S1
ME,Room3,yes,Happy,1
LB,Room3,yes,Sad,1
S1,Room3,yes,Sad,S1
LO,Room3,yes,Sad,3
LG,Room3,yes,Neutral,3
BU,Room3,yes,Neutral,3
LO,Room3,yes,Happy,3
WY,Room3,yes,Happy,2
PW,Room3,yes,Happy,1
W1,Room3,yes,Happy,W1
RS,Room3,yes,Happy,3
PW,Room3,yes,Sad,1
OR,Room3,yes,Sad,3
PW,Room3,yes,Sad,1
AV,Room3,yes,Happy,2
AV,Room3,yes,Neutral,2
AR,Room3,yes,Happy,2
GG,Room3,yes,Sad,2
GG,Room3,yes,Happy,2
GG,Room3,yes,Happy,2
NO,Room3,yes,Happy,3
NO,Room3,yes,Sad,3
VO,Room3,yes,Neutral,2
BP,Room3,yes,Sad,2
IN,Room3,yes,Neutral,3
W1,Room3,yes,Sad,W1
PW,Room3,yes,Sad,1
S1,Room3,yes,Neutral,S1
WE,Room3,yes,Sad,2
SC,Room3,yes,Neutral,2
LB,Room3,yes,Neutral,1
LB,Room3,yes,Happy,1
LB,Room3,yes,Happy,1
ME,Room3,yes,Happy,1
ME,Room3,yes,Neutral,1
H0,Room3,yes,Happy,H0
BU,Room3,yes,Sad,3
WY,Room3,yes,Sad,2
MC,Room3,yes,Neutral,2
AV,Room3,yes,Happy,2
RG,Room3,yes,Happy,2
LG,Room3,yes,Neutral,3
RG,Room3,yes,Happy,2
WW,Room3,yes,Happy,2
WR,Room3,yes,Happy,2
KE,Room3,yes,Happy,2
BL,Room3,yes,Neutral,3
PO,Room3,yes,Sad,3
CO,Room3,yes,Sad,2
BZ,Room3,yes,Happy,3
WB,Room3,yes,Neutral,3
BE,Room3,yes,Happy,3
GG,Room3,yes,Sad,2
AV,Room3,yes,Sad,2
NO,Room3,yes,Happy,3
PW,Room3,yes,Neutral,1
DU,Room3,yes,Sad,3
BZ,Room3,yes,Happy,3
BZ,Room3,yes,Happy,3
H0,Room3,yes,Happy,H0
S1,Room3,yes,Sad,S1
PU,Room3,yes,Sad,2
BR,Room3,yes,Happy,2
BE,Room3,yes,Sad,3
RG,Room3,yes,Happy,2
BU,Room3,yes,Happy,3
WB,Room3,yes,Sad,3
DU,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
H0,Room3,yes,Neutral,H0
BT,Room3,yes,Happy,1
LG,Room3,yes,Neutral,3
OR,Room3,yes,Sad,3
WT,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
MT,Room3,yes,Happy,3
NO,Room3,yes,Happy,3
PW,Room3,yes,Happy,1
WC,Room3,yes,Sad,2
WC,Room3,yes,Neutral,2
S1,Room3,yes,Neutral,S1
LB,Room3,yes,Happy,1
H0,Room3,yes,Neutral,H0
GA,Room3,yes,Neutral,2
ME,Room3,yes,Happy,1
JE,Room3,yes,Sad,3
SC,Room3,yes,Happy,2
WC,Room3,yes,Neutral,2
WT,Room3,yes,Sad,1
WA,Room3,yes,Happy,3
TO,Room3,yes,Happy,2
NN,Room3,yes,Happy,1
IN,Room3,yes,Neutral,3
LV,Room3,yes,Sad,2
WB,Room3,yes,Neutral,3
PW,Room3,yes,Happy,1
S1,Room3,yes,Sad,S1
HA,Room3,yes,Happy,2
DA,Room3,yes,Sad,3
DO,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
CL,Room3,yes,Happy,2
ME,Room3,yes,Sad,1
AV,Room3,yes,Happy,2
BE,Room3,yes,Sad,3
DO,Room3,yes,Sad,2
WA,Room3,yes,Sad,3
S1,Room3,yes,Sad,S1
BR,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
LB,Room3,yes,Happy,1
H0,Room3,yes,Happy,H0
BT,Room3,yes,Happy,1
WA,Room3,yes,Happy,3
,Room3,yes,Sad,
WY,Room3,yes,Happy,2
RO,Room3,yes,Happy,3
WP,Room3,yes,Happy,2
GG,Room3,yes,Sad,2
PU,Room3,yes,Happy,2
LB,Room3,yes,Sad,1
PU,Room3,yes,Neutral,2
BU,Room3,yes,Neutral,3
DA,Room3,yes,Neutral,3
BZ,Room3,yes,Happy,3
IN,Room3,yes,Happy,3
SS,Room3,yes,Happy,2
WP,Room3,yes,Happy,2
BE,Room3,yes,Neutral,3
BL,Room3,yes,Sad,3
RS,Room3,yes,Neutral,3
WR,Room3,yes,Neutral,2
LG,Room3,yes,Happy,3
KE,Room3,yes,Neutral,2
LO,Room3,yes,Happy,3
KI,Room3,yes,Sad,3
LI,Room3,yes,Sad,1
RM,Room3,yes,Happy,3
LO,Room3,yes,Neutral,3
JM,Room3,yes,Neutral,2
UP,Room3,yes,Happy,1
WB,Room3,yes,Happy,3
CO,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
OM,Room3,yes,Happy,OM
H0,Room3,yes,Neutral,H0
LO,Room3,yes,Happy,3
ED,Room3,yes,Neutral,1
SH,Room3,yes,Sad,2
NO,Room3,yes,Sad,3
WE,Room3,yes,Sad,2
DO,Room3,yes,Happy,2
LB,Room3,yes,Sad,1
WA,Room3,yes,Happy,3
CB,Room3,yes,Happy,2
W1,Room3,yes,Sad,W1
CO,Room3,yes,Happy,2
BZ,Room3,yes,Neutral,3
WT,Room3,yes,Sad,1
UP,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
HE,Room3,yes,Neutral,2
AV,Room3,yes,Sad,2
WE,Room3,yes,Sad,2
BT,Room3,yes,Sad,1
HE,Room3,yes,Happy,2
RO,Room3,yes,Happy,3
GM,Room3,yes,Happy,2
WT,Room3,yes,Neutral,1
SS,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
BL,Room3,yes,Neutral,3
ME,Room3,yes,Happy,1
RG,Room3,yes,Sad,2
ME,Room3,yes,Happy,1
MC,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
OM,Room3,yes,Neutral,OM
H0,Room3,yes,Happy,H0
,Room3,yes,Sad,
WR,Room3,yes,Happy,2
BT,Room3,yes,Happy,1
WY,Room3,yes,Happy,2
UP,Room3,yes,Neutral,1
DA,Room3,yes,Sad,3
WR,Room3,yes,Neutral,2
AR,Room3,yes,Neutral,2
SS,Room3,yes,Happy,2
EG,Room3,yes,Sad,3
PW,Room3,yes,Happy,1
PW,Room3,yes,Sad,1
CB,Room3,yes,Happy,2
ED,Room3,yes,Sad,1
SO,Room3,yes,Sad,2
MT,Room3,yes,Neutral,3
WY,Room3,yes,Happy,2
JM,Room3,yes,Sad,2
WY,Room3,yes,Happy,2
ED,Room3,yes,Happy,1
RM,Room3,yes,Happy,3
RO,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
SC,Room3,yes,Happy,2
ME,Room3,yes,Sad,1
W1,Room3,yes,Sad,W1
H0,Room3,yes,Happy,H0
PW,Room3,yes,Neutral,1
W1,Room3,yes,Neutral,W1
H0,Room3,yes,Happy,H0
RS,Room3,yes,Neutral,3
PW,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
BR,Room3,yes,Happy,2
MT,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
CB,Room3,yes,Sad,2
WY,Room3,yes,Neutral,2
CN,Room3,yes,Happy,2
LV,Room3,yes,Happy,2
SO,Room3,yes,Happy,2
AI,Room3,yes,Neutral,3
WR,Room3,yes,Happy,2
LB,Room3,yes,Neutral,1
WP,Room3,yes,Sad,2
WT,Room3,yes,Neutral,1
WT,Room3,yes,Sad,1
S1,Room3,yes,Neutral,S1
VO,Room3,yes,Happy,2
UP,Room3,yes,Sad,1
UP,Room3,yes,Neutral,1
H0,Room3,yes,Neutral,H0
LV,Room3,yes,Sad,2
MT,Room3,yes,Sad,3
H0,Room3,yes,Neutral,H0
BT,Room3,yes,Sad,1
AI,Room3,yes,Neutral,3
MA,Room3,yes,Happy,3
WR,Room3,yes,Sad,2
LI,Room3,yes,Happy,1
MC,Room3,yes,Neutral,2
MT,Room3,yes,Happy,3
BE,Room3,yes,Sad,3
LO,Room3,yes,Sad,3
OR,Room3,yes,Happy,3
OM,Room3,yes,Neutral,OM
CO,Room3,yes,Happy,2
W1,Room3,yes,Sad,W1
WA,Room3,yes,Sad,3
CN,Room3,yes,Sad,2
S1,Room3,yes,Sad,S1
S1,Room3,yes,Neutral,S1
S1,Room3,yes,Happy,S1
PO,Room3,yes,Sad,3
PU,Room3,yes,Sad,2
H0,Room3,yes,Neutral,H0
DO,Room3,yes,Neutral,2
UP,Room3,yes,Happy,1
MC,Room3,yes,Sad,2
RG,Room3,yes,Happy,2
BR,Room3,yes,Neutral,2
OM,Room3,yes,Sad,OM
MT,Room3,yes,Happy,3
LI,Room3,yes,Sad,1
LI,Room3,yes,Sad,1
HU,Room3,yes,Happy,3
UP,Room3,yes,Sad,1
RM,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
OM,Room3,yes,Sad,OM
OM,Room3,yes,Happy,OM
CO,Room3,yes,Sad,2
TH,Room3,yes,Happy,2
HA,Room3,yes,Sad,2
OR,Room3,yes,Sad,3
HA,Room3,yes,Neutral,2
LB,Room3,yes,Neutral,1
LO,Room3,yes,Sad,3
JE,Room3,yes,Sad,3
PW,Room3,yes,Happy,1
JE,Room3,yes,Happy,3
W1,Room3,yes,Sad,W1
CN,Room3,yes,Happy,2
RG,Room3,yes,Sad,2
LI,Room3,yes,Happy,1
TH,Room3,yes,Happy,2
H0,Room3,yes,Sad,H0
DU,Room3,yes,Sad,3
BL,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
WP,Room3,yes,Neutral,2
ME,Room3,yes,Sad,1
ME,Room3,yes,Happy,1
NN,Room3,yes,Happy,1
NN,Room3,yes,Neutral,1
RS,Room3,yes,Happy,3
AV,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
BE,Room3,yes,Happy,3
WT,Room3,yes,Happy,1
WT,Room3,yes,Sad,1
RM,Room3,yes,Neutral,3
ME,Room3,yes,Sad,1
ME,Room3,yes,Happy,1
IN,Room3,yes,Happy,3
IN,Room3,yes,Sad,3
LI,Room3,yes,Sad,1
SC,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
GR,Room3,yes,Sad,2
RO,Room3,yes,Sad,3
H0,Room3,yes,Sad,H0
PW,Room3,yes,Neutral,1
WT,Room3,yes,Happy,1
S1,Room3,yes,Happy,S1
AV,Room3,yes,Sad,2
WC,Room3,yes,Happy,2
WY,Room3,yes,Happy,2
AV,Room3,yes,Sad,2
RS,Room3,yes,Happy,3
LI,Room3,yes,Neutral,1
RS,Room3,yes,Sad,3
RO,Room3,yes,Sad,3
RS,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
BE,Room3,yes,Happy,3
BT,Room3,yes,Neutral,1
BT,Room3,yes,Neutral,1
WT,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
JM,Room3,yes,Sad,2
CL,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
RG,Room3,yes,Neutral,2
ED,Room3,yes,Neutral,1
RM,Room3,yes,Happy,3
BL,Room3,yes,Happy,3
ME,Room3,yes,Happy,1
WT,Room3,yes,Sad,1
GM,Room3,yes,Sad,2
S1,Room3,yes,Sad,S1
H0,Room3,yes,Happy,H0
KI,Room3,yes,Sad,3
S1,Room3,yes,Happy,S1
H0,Room3,yes,Happy,H0
WW,Room3,yes,Sad,2
BR,Room3,yes,Neutral,2
MA,Room3,yes,Neutral,3
TO,Room3,yes,Happy,2
CH,Room3,yes,Sad,3
BU,Room3,yes,Happy,3
LG,Room3,yes,Sad,3
PU,Room3,yes,Sad,2
MA,Room3,yes,Happy,3
NN,Room3,yes,Happy,1
CN,Room3,yes,Happy,2
BE,Room3,yes,Sad,3
BU,Room3,yes,Sad,3
MT,Room3,yes,Happy,3
UP,Room3,yes,Happy,1
RG,Room3,yes,Happy,2
GG,Room3,yes,Happy,2
TH,Room3,yes,Neutral,2
GG,Room3,yes,Happy,2
NN,Room3,yes,Happy,1
H0,Room3,yes,Happy,H0
WR,Room3,yes,Sad,2
W1,Room3,yes,Happy,W1
ME,Room3,yes,Happy,1
BT,Room3,yes,Happy,1
PW,Room3,yes,Sad,1
WR,Room3,yes,Sad,2
LB,Room3,yes,Sad,1
BL,Room3,yes,Sad,3
ME,Room3,yes,Happy,1
AV,Room3,yes,Happy,2
BT,Room3,yes,Happy,1
WE,Room3,yes,Sad,2
BE,Room3,yes,Happy,3
S1,Room3,yes,Happy,S1
PW,Room3,yes,Neutral,1
AV,Room3,yes,Sad,2
BU,Room3,yes,Sad,3
WA,Room3,yes,Neutral,3
LG,Room3,yes,Sad,3
WR,Room3,yes,Sad,2
LI,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
SO,Room3,yes,Neutral,2
H0,Room3,yes,Neutral,H0
CB,Room3,yes,Happy,2
NO,Room3,yes,Neutral,3
PW,Room3,yes,Sad,1
BL,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
GR,Room3,yes,Neutral,2
BU,Room3,yes,Happy,3
LO,Room3,yes,Sad,3
WW,Room3,yes,Neutral,2
BT,Room3,yes,Neutral,1
S1,Room3,yes,Neutral,S1
LB,Room3,yes,Sad,1
OM,Room3,yes,Happy,OM
S1,Room3,yes,Happy,S1
DA,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
WR,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
BZ,Room3,yes,Sad,3
CO,Room3,yes,Neutral,2
BZ,Room3,yes,Neutral,3
BE,Room3,yes,Happy,3
RS,Room3,yes,Neutral,3
LE,Room3,yes,Happy,2
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Sad,H0
W1,Room3,yes,Happy,W1
BE,Room3,yes,Happy,3
PW,Room3,yes,Sad,1
H0,Room3,yes,Sad,H0
PW,Room3,yes,Sad,1
LG,Room3,yes,Sad,3
MC,Room3,yes,Neutral,2
RG,Room3,yes,Sad,2
JM,Room3,yes,Happy,2
IN,Room3,yes,Neutral,3
WR,Room3,yes,Sad,2
LG,Room3,yes,Neutral,3
H0,Room3,yes,Sad,H0
KI,Room3,yes,Happy,3
H0,Room3,yes,Sad,H0
H0,Room3,yes,Sad,H0
S1,Room3,yes,Sad,S1
S1,Room3,yes,Sad,S1
WB,Room3,yes,Neutral,3
BE,Room3,yes,Happy,3
LB,Room3,yes,Sad,1
WR,Room3,yes,Sad,2
CN,Room3,yes,Sad,2
W1,Room3,yes,Happy,W1
NO,Room3,yes,Happy,3
CO,Room3,yes,Sad,2
H0,Room3,yes,Sad,H0
S1,Room3,yes,Neutral,S1
WB,Room3,yes,Happy,3
LG,Room3,yes,Neutral,3
BL,Room3,yes,Happy,3
H0,Room3,yes,Neutral,H0
CN,Room3,yes,Happy,2
GM,Room3,yes,Happy,2
NN,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
H0,Room3,yes,Happy,H0
H0,Room3,yes,Neutral,H0
RG,Room3,yes,Happy,2
ED,Room3,yes,Sad,1
RG,Room3,yes,Happy,2
RO,Room3,yes,Sad,3
UP,Room3,yes,Sad,1
S1,Room3,yes,Happy,S1
PW,Room3,yes,Happy,1
NO,Room3,yes,Sad,3
GG,Room3,yes,Neutral,2
MA,Room3,yes,Neutral,3
CL,Room3,yes,Happy,2
BT,Room3,yes,Sad,1
BU,Room3,yes,Happy,3
ME,Room3,yes,Happy,1
DU,Room3,yes,Sad,3
IN,Room3,yes,Neutral,3
WA,Room3,yes,Neutral,3
ME,Room3,yes,Neutral,1
LB,Room3,yes,Sad,1
AV,Room3,yes,Happy,2
BU,Room3,yes,Happy,3
S1,Room3,yes,Neutral,S1
RS,Room3,yes,Neutral,3
DU,Room3,yes,Happy,3
VO,Room3,yes,Happy,2
DU,Room3,yes,Sad,3
UP,Room3,yes,Happy,1
S1,Room3,yes,Happy,S1
W1,Room3,yes,Sad,W1
CL,Room3,yes,Happy,2
LI,Room3,yes,Sad,1
NO,Room3,yes,Happy,3
SO,Room3,yes,Happy,2
DU,Room3,yes,Sad,3
IN,Room3,yes,Neutral,3
JM,Room3,yes,Happy,2
WP,Room3,yes,Happy,2
BZ,Room3,yes,Neutral,3
S1,Room3,yes,Sad,S1
RO,Room3,yes,Happy,3
PW,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
AU,Room3,yes,Happy,2
HA,Room3,yes,Sad,2
CO,Room3,yes,Sad,2
TO,Room3,yes,Sad,2
TO,Room3,yes,Sad,2
UP,Room3,yes,Sad,1
TO,Room3,yes,Sad,2
BU,Room3,yes,Sad,3
WT,Room3,yes,Happy,1
RG,Room3,yes,Sad,2
H0,Room3,yes,Happy,H0
SC,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
ED,Room3,yes,Happy,1
IN,Room3,yes,Sad,3
WB,Room3,yes,Neutral,3
BL,Room3,yes,Happy,3
CN,Room3,yes,Sad,2
NN,Room3,yes,Happy,1
AU,Room3,yes,Happy,2
BE,Room3,yes,Neutral,3
IN,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
BT,Room3,yes,Sad,1
LG,Room3,yes,Sad,3
PW,Room3,yes,Happy,1
AI,Room3,yes,Happy,3
WB,Room3,yes,Neutral,3
AI,Room3,yes,Happy,3
NN,Room3,yes,Neutral,1
PW,Room3,yes,Neutral,1
BU,Room3,yes,Neutral,3
CO,Room3,yes,Sad,2
MC,Room3,yes,Sad,2
BZ,Room3,yes,Sad,3
TH,Room3,yes,Sad,2
CB,Room3,yes,Happy,2
BT,Room3,yes,Happy,1
WT,Room3,yes,Happy,1
AI,Room3,yes,Sad,3
MC,Room3,yes,Happy,2
H0,Room3,yes,Happy,H0
HU,Room3,yes,Sad,3
W1,Room3,yes,Neutral,W1
IN,Room3,yes,Neutral,3
LI,Room3,yes,Happy,1
H0,Room3,yes,Happy,H0
BE,Room3,yes,Happy,3
LB,Room3,yes,Happy,1
HE,Room3,yes,Neutral,2
RS,Room3,yes,Sad,3
NO,Room3,yes,Happy,3
CO,Room3,yes,Happy,2
UP,Room3,yes,Happy,1
WP,Room3,yes,Sad,2
S1,Room3,yes,Neutral,S1
UP,Room3,yes,Happy,1
WR,Room3,yes,Happy,2
S1,Room3,yes,Sad,S1
AR,Room3,yes,Sad,2
RO,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
HE,Room3,yes,Happy,2
LI,Room3,yes,Happy,1
DA,Room3,yes,Sad,3
ME,Room3,yes,Sad,1
RG,Room3,yes,Happy,2
DU,Room3,yes,Neutral,3
VO,Room3,yes,Sad,2
S1,Room3,yes,Happy,S1
WC,Room3,yes,Sad,2
PW,Room3,yes,Neutral,1
PU,Room3,yes,Neutral,2
JE,Room3,yes,Happy,3
BE,Room3,yes,Sad,3
H0,Room3,yes,Happy,H0
CO,Room3,yes,Happy,2
LG,Room3,yes,Happy,3
S1,Room3,yes,Sad,S1
ME,Room3,yes,Happy,1
S1,Room3,yes,Happy,S1
MT,Room3,yes,Neutral,3
ED,Room3,yes,Happy,1
LB,Room3,yes,Neutral,1
H0,Room3,yes,Happy,H0
RS,Room3,yes,Neutral,3
JE,Room3,yes,Neutral,3
WT,Room3,yes,Sad,1
OM,Room3,yes,Sad,OM
LB,Room3,yes,Sad,1
W1,Room3,yes,Neutral,W1
H0,Room3,yes,Sad,H0
ME,Room3,yes,Neutral,1
WP,Room3,yes,Sad,2
TH,Room3,yes,Neutral,2
CO,Room3,yes,Sad,2
NN,Room3,yes,Happy,1
,Room3,yes,Happy,
H0,Room3,yes,Sad,H0
NN,Room3,yes,Sad,1
CO,Room3,yes,Happy,2
WT,Room3,yes,Sad,1
H0,Room3,yes,Neutral,H0
OM,Room3,yes,Happy,OM
S1,Room3,yes,Sad,S1
BL,Room3,yes,Sad,3
BT,Room3,yes,Neutral,1
S1,Room3,yes,Happy,S1
GR,Room3,yes,Happy,2
GM,Room3,yes,Happy,2
S1,Room3,yes,Happy,S1
BL,Room3,yes,Neutral,3
BZ,Room3,yes,Neutral,3
OM,Room3,yes,Neutral,OM
LB,Room3,yes,Sad,1
S1,Room3,yes,Neutral,S1
WR,Room3,yes,Sad,2
CB,Room3,yes,Neutral,2
WT,Room3,yes,Happy,1
ED,Room3,yes,Sad,1
NN,Room3,yes,Happy,1
H0,Room3,yes,Neutral,H0
BE,Room3,yes,Sad,3
UP,Room3,yes,Neutral,1
BU,Room3,yes,Happy,3
S1,Room3,yes,Happy,S1
BE,Room3,yes,Neutral,3
BR,Room3,yes,Neutral,2
BR,Room3,yes,Sad,2
LI,Room3,yes,Sad,1
AU,Room3,yes,Sad,2
AV,Room3,yes,Happy,2
LO,Room3,yes,Sad,3
S1,Room3,yes,Neutral,S1
TH,Room3,yes,Happy,2
BL,Room3,yes,Happy,3
BZ,Room3,yes,Neutral,3
WE,Room3,yes,Neutral,2
LI,Room3,yes,Neutral,1
KE,Room3,yes,Happy,2
WT,Room3,yes,Happy,1
PO,Room3,yes,Sad,3
WB,Room3,yes,Sad,3
WT,Room3,yes,Sad,1
NO,Room3,yes,Happy,3
AU,Room3,yes,Neutral,2
AU,Room3,yes,Sad,2
